,Site,Date,Time,Value
1518,0008,2020-01-10,6.0,0.159
1519,0008,2020-01-10,7.0,0.21
1520,0008,2020-01-10,8.0,0.248
1521,0008,2020-01-10,9.0,0.533
1522,0008,2020-01-10,10.0,0.611
1523,0008,2020-01-10,11.0,0.664
1524,0008,2020-01-10,12.0,0.658
1525,0008,2020-01-10,13.0,0.0
1526,0008,2020-01-10,14.0,0.809
1527,0008,2020-01-10,15.0,0.873
1528,0008,2020-01-10,16.0,0.79
1529,0008,2020-01-10,17.0,1.026
1530,0008,2020-01-10,18.0,1.006
1531,0008,2020-01-10,19.0,0.993
1532,0008,2020-01-10,20.0,0.947
1533,0008,2020-01-10,21.0,0.892
1534,0008,2020-01-10,22.0,0.964
1535,0008,2020-01-10,23.0,0.602
1536,0008,2020-01-11,0.0,0.0
1537,0008,2020-01-11,1.0,0.145
1538,0008,2020-01-11,2.0,0.136
1539,0008,2020-01-11,3.0,0.134
1540,0008,2020-01-11,4.0,0.135
1541,0008,2020-01-11,5.0,0.138
1542,0008,2020-01-11,6.0,0.124
1543,0008,2020-01-11,7.0,0.122
1544,0008,2020-01-11,8.0,0.119
1545,0008,2020-01-11,9.0,0.126
1546,0008,2020-01-11,10.0,0.13
1547,0008,2020-01-11,11.0,0.126
1548,0008,2020-01-11,12.0,0.116
1549,0008,2020-01-11,13.0,0.113
1550,0008,2020-01-11,14.0,0.134
1551,0008,2020-01-11,15.0,0.115
1552,0008,2020-01-11,16.0,0.118
1553,0008,2020-01-11,17.0,0.111
1554,0008,2020-01-11,18.0,0.092
1555,0008,2020-01-11,19.0,0.143
1556,0008,2020-01-11,20.0,0.114
1557,0008,2020-01-11,21.0,0.107
1558,0008,2020-01-11,22.0,0.109
1559,0008,2020-01-11,23.0,0.093
1560,0008,2020-01-12,0.0,0.0
1561,0008,2020-01-12,1.0,0.075
1562,0008,2020-01-12,2.0,0.077
1563,0008,2020-01-12,3.0,0.084
1564,0008,2020-01-12,4.0,0.114
1565,0008,2020-01-12,5.0,0.132
1566,0008,2020-01-12,6.0,0.136
1567,0008,2020-01-12,7.0,0.13
1568,0008,2020-01-12,8.0,0.114
1569,0008,2020-01-12,9.0,0.122
1570,0008,2020-01-12,10.0,0.117
1571,0008,2020-01-12,11.0,0.116
1572,0008,2020-01-12,12.0,0.116
1573,0008,2020-01-12,13.0,0.119
1574,0008,2020-01-12,14.0,0.121
1575,0008,2020-01-12,15.0,0.128
1576,0008,2020-01-12,16.0,0.126
1577,0008,2020-01-12,17.0,0.146
1578,0008,2020-01-12,18.0,0.154
1579,0008,2020-01-12,19.0,0.157
1580,0008,2020-01-12,20.0,0.149
1581,0008,2020-01-12,21.0,0.154
1582,0008,2020-01-12,22.0,0.164
1583,0008,2020-01-12,23.0,0.196
1584,0008,2020-01-13,0.0,0.0
1585,0008,2020-01-13,1.0,0.193
1586,0008,2020-01-13,2.0,0.191
1587,0008,2020-01-13,3.0,0.24
1588,0008,2020-01-13,4.0,0.294
1589,0008,2020-01-13,5.0,0.335
1590,0008,2020-01-13,6.0,0.353
1591,0008,2020-01-13,7.0,0.53
1592,0008,2020-01-13,8.0,0.722
1593,0008,2020-01-13,9.0,0.812
1594,0008,2020-01-13,10.0,0.681
1595,0008,2020-01-13,11.0,0.195
1596,0008,2020-01-13,12.0,0.144
1597,0008,2020-01-13,13.0,0.151
1598,0008,2020-01-13,14.0,0.156
1599,0008,2020-01-13,15.0,0.159
1600,0008,2020-01-13,16.0,0.169
1601,0008,2020-01-13,17.0,0.198
1602,0008,2020-01-13,18.0,0.293
1603,0008,2020-01-13,19.0,0.239
1604,0008,2020-01-13,20.0,0.279
1605,0008,2020-01-13,21.0,0.535
1606,0008,2020-01-13,22.0,0.391
1607,0008,2020-01-13,23.0,0.357
1608,0008,2020-01-14,0.0,0.0
1609,0008,2020-01-14,1.0,0.354
1610,0008,2020-01-14,2.0,0.36
1611,0008,2020-01-14,3.0,0.385
1612,0008,2020-01-14,4.0,0.388
1613,0008,2020-01-14,5.0,0.388
1614,0008,2020-01-14,6.0,0.394
1615,0008,2020-01-14,7.0,0.437
1616,0008,2020-01-14,8.0,0.473
1617,0008,2020-01-14,9.0,0.474
1618,0008,2020-01-14,10.0,0.468
1619,0008,2020-01-14,11.0,0.667
1620,0008,2020-01-14,12.0,0.628
1621,0008,2020-01-14,13.0,0.436
1622,0008,2020-01-14,14.0,0.219
1623,0008,2020-01-14,15.0,0.178
1624,0008,2020-01-14,16.0,0.175
1625,0008,2020-01-14,17.0,0.217
1626,0008,2020-01-14,18.0,0.199
1627,0008,2020-01-14,19.0,0.2
1628,0008,2020-01-14,20.0,0.227
1629,0008,2020-01-14,21.0,0.184
1630,0008,2020-01-14,22.0,0.174
1631,0008,2020-01-14,23.0,0.158
1632,0008,2020-01-15,0.0,0.0
1633,0008,2020-01-15,1.0,0.22
1634,0008,2020-01-15,2.0,0.2
1635,0008,2020-01-15,3.0,0.18
1636,0008,2020-01-15,4.0,0.224
1637,0008,2020-01-15,5.0,0.284
1638,0008,2020-01-15,6.0,0.325
1639,0008,2020-01-15,7.0,0.482
1640,0008,2020-01-15,8.0,0.636
1641,0008,2020-01-15,9.0,0.493
1642,0008,2020-01-15,10.0,0.25
1643,0008,2020-01-15,11.0,0.177
1644,0008,2020-01-15,12.0,0.186
1645,0008,2020-01-15,13.0,0.203
1646,0008,2020-01-15,14.0,0.392
1647,0008,2020-01-15,15.0,0.435
1648,0008,2020-01-15,16.0,0.451
1649,0008,2020-01-15,17.0,0.473
1650,0008,2020-01-15,18.0,0.334
1651,0008,2020-01-15,19.0,0.219
1652,0008,2020-01-15,20.0,0.203
1653,0008,2020-01-15,21.0,0.194
1654,0008,2020-01-15,22.0,0.17
1655,0008,2020-01-15,23.0,0.141
1656,0008,2020-01-16,0.0,0.0
1657,0008,2020-01-16,1.0,0.14
1658,0008,2020-01-16,2.0,0.15
1659,0008,2020-01-16,3.0,0.152
1660,0008,2020-01-16,4.0,0.146
1661,0008,2020-01-16,5.0,0.144
1662,0008,2020-01-16,6.0,0.141
1663,0008,2020-01-16,7.0,0.133
1664,0008,2020-01-16,8.0,0.13
1665,0008,2020-01-16,9.0,0.13
1666,0008,2020-01-16,10.0,0.138
1667,0008,2020-01-16,11.0,0.135
1668,0008,2020-01-16,12.0,0.133
1669,0008,2020-01-16,13.0,0.122
1670,0008,2020-01-16,14.0,0.125
1671,0008,2020-01-16,15.0,0.138
1672,0008,2020-01-16,16.0,0.14
1673,0008,2020-01-16,17.0,0.128
1674,0008,2020-01-16,18.0,0.13
1675,0008,2020-01-16,19.0,0.132
1676,0008,2020-01-16,20.0,0.134
1677,0008,2020-01-16,21.0,0.132
1678,0008,2020-01-16,22.0,0.133
1679,0008,2020-01-16,23.0,0.137
1680,0008,2020-01-17,0.0,0.0
1681,0008,2020-01-17,1.0,0.13
1682,0008,2020-01-17,2.0,0.117
1683,0008,2020-01-17,3.0,0.117
1684,0008,2020-01-17,4.0,0.113
1685,0008,2020-01-17,5.0,0.115
1686,0008,2020-01-17,6.0,0.124
1687,0008,2020-01-17,7.0,0.139
1688,0008,2020-01-17,8.0,0.144
1689,0008,2020-01-17,9.0,0.14
1690,0008,2020-01-17,10.0,0.127
1691,0008,2020-01-17,11.0,0.121
1692,0008,2020-01-17,12.0,0.121
1693,0008,2020-01-17,13.0,0.123
1694,0008,2020-01-17,14.0,0.134
1695,0008,2020-01-17,15.0,0.146
1696,0008,2020-01-17,16.0,0.162
1697,0008,2020-01-17,17.0,0.169
1698,0008,2020-01-17,18.0,0.18
1699,0008,2020-01-17,19.0,0.192
1700,0008,2020-01-17,20.0,0.191
1701,0008,2020-01-17,21.0,0.192
1702,0008,2020-01-17,22.0,0.168
1703,0008,2020-01-17,23.0,0.166
1704,0008,2020-01-18,0.0,0.0
1705,0008,2020-01-18,1.0,0.173
1706,0008,2020-01-18,2.0,0.182
1707,0008,2020-01-18,3.0,0.188
1708,0008,2020-01-18,4.0,0.175
1709,0008,2020-01-18,5.0,0.173
1710,0008,2020-01-18,6.0,0.187
1711,0008,2020-01-18,7.0,0.196
1712,0008,2020-01-18,8.0,0.226
1713,0008,2020-01-18,9.0,0.301
1714,0008,2020-01-18,10.0,0.208
1715,0008,2020-01-18,11.0,0.199
1716,0008,2020-01-18,12.0,0.212
1717,0008,2020-01-18,13.0,0.245
1718,0008,2020-01-18,14.0,0.208
1719,0008,2020-01-18,15.0,0.176
1720,0008,2020-01-18,16.0,0.171
1721,0008,2020-01-18,17.0,0.164
1722,0008,2020-01-18,18.0,0.156
1723,0008,2020-01-18,19.0,0.156
1724,0008,2020-01-18,20.0,0.152
1725,0008,2020-01-18,21.0,0.147
1726,0008,2020-01-18,22.0,0.148
1727,0008,2020-01-18,23.0,0.146
1728,0008,2020-01-19,0.0,0.0
1729,0008,2020-01-19,1.0,0.15
1730,0008,2020-01-19,2.0,0.136
1731,0008,2020-01-19,3.0,0.133
1732,0008,2020-01-19,4.0,0.136
1733,0008,2020-01-19,5.0,0.133
1734,0008,2020-01-19,6.0,0.132
1735,0008,2020-01-19,7.0,0.136
1736,0008,2020-01-19,8.0,0.139
1737,0008,2020-01-19,9.0,0.145
1738,0008,2020-01-19,10.0,0.143
1739,0008,2020-01-19,11.0,0.146
1740,0008,2020-01-19,12.0,0.149
1741,0008,2020-01-19,13.0,0.15
1742,0008,2020-01-19,14.0,0.155
1743,0008,2020-01-19,15.0,0.158
1744,0008,2020-01-19,16.0,0.162
1745,0008,2020-01-19,17.0,0.164
1746,0008,2020-01-19,18.0,0.166
1747,0008,2020-01-19,19.0,0.17
1748,0008,2020-01-19,20.0,0.168
1749,0008,2020-01-19,21.0,0.161
1750,0008,2020-01-19,22.0,0.168
1751,0008,2020-01-19,23.0,0.166
1752,0008,2020-01-20,0.0,0.0
1753,0008,2020-01-20,1.0,0.171
1754,0008,2020-01-20,2.0,0.173
1755,0008,2020-01-20,3.0,0.183
1756,0008,2020-01-20,4.0,0.185
1757,0008,2020-01-20,5.0,0.185
1758,0008,2020-01-20,6.0,0.198
1759,0008,2020-01-20,7.0,0.213
1760,0008,2020-01-20,8.0,0.247
1761,0008,2020-01-20,9.0,0.249
1762,0008,2020-01-20,10.0,0.178
1763,0008,2020-01-20,11.0,0.151
1764,0008,2020-01-20,12.0,0.143
1765,0008,2020-01-20,13.0,0.143
1766,0008,2020-01-20,14.0,0.141
1767,0008,2020-01-20,15.0,0.145
1768,0008,2020-01-20,16.0,0.143
1769,0008,2020-01-20,17.0,0.156
1770,0008,2020-01-20,18.0,0.165
1771,0008,2020-01-20,19.0,0.178
1772,0008,2020-01-20,20.0,0.183
1773,0008,2020-01-20,21.0,0.184
1774,0008,2020-01-20,22.0,0.188
1775,0008,2020-01-20,23.0,0.241
1776,0008,2020-01-21,0.0,0.0
1777,0008,2020-01-21,1.0,0.311
1778,0008,2020-01-21,2.0,0.29
1779,0008,2020-01-21,3.0,0.247
1780,0008,2020-01-21,4.0,0.211
1781,0008,2020-01-21,5.0,0.171
1782,0008,2020-01-21,6.0,0.192
1783,0008,2020-01-21,7.0,0.208
1784,0008,2020-01-21,8.0,0.204
1785,0008,2020-01-21,9.0,0.181
1786,0008,2020-01-21,10.0,0.152
1787,0008,2020-01-21,11.0,0.149
1788,0008,2020-01-21,12.0,0.146
1789,0008,2020-01-21,13.0,0.141
1790,0008,2020-01-21,14.0,0.145
1791,0008,2020-01-21,15.0,0.155
1792,0008,2020-01-21,16.0,0.165
1793,0008,2020-01-21,17.0,0.173
1794,0008,2020-01-21,18.0,0.183
1795,0008,2020-01-21,19.0,0.26
1796,0008,2020-01-21,20.0,0.329
1797,0008,2020-01-21,21.0,0.435
1798,0008,2020-01-21,22.0,0.474
1799,0008,2020-01-21,23.0,0.484
1800,0008,2020-01-22,0.0,0.0
1801,0008,2020-01-22,1.0,0.526
1802,0008,2020-01-22,2.0,0.546
1803,0008,2020-01-22,3.0,0.553
1804,0008,2020-01-22,4.0,0.561
1805,0008,2020-01-22,5.0,0.615
1806,0008,2020-01-22,6.0,0.775
1807,0008,2020-01-22,7.0,0.939
1808,0008,2020-01-22,8.0,1.129
1809,0008,2020-01-22,9.0,0.926
1810,0008,2020-01-22,10.0,0.517
1811,0008,2020-01-22,11.0,0.243
1812,0008,2020-01-22,12.0,0.224
1813,0008,2020-01-22,13.0,0.225
1814,0008,2020-01-22,14.0,0.227
1815,0008,2020-01-22,15.0,0.247
1816,0008,2020-01-22,16.0,0.269
1817,0008,2020-01-22,17.0,0.361
1818,0008,2020-01-22,18.0,0.599
1819,0008,2020-01-22,19.0,0.606
1820,0008,2020-01-22,20.0,0.636
1821,0008,2020-01-22,21.0,0.702
1822,0008,2020-01-22,22.0,0.714
1823,0008,2020-01-22,23.0,0.655
1824,0008,2020-01-23,0.0,0.0
1825,0008,2020-01-23,1.0,0.585
1826,0008,2020-01-23,2.0,0.604
1827,0008,2020-01-23,3.0,0.599
1828,0008,2020-01-23,4.0,0.587
1829,0008,2020-01-23,5.0,0.589
1830,0008,2020-01-23,6.0,0.669
1831,0008,2020-01-23,7.0,0.739
1832,0008,2020-01-23,8.0,0.816
1833,0008,2020-01-23,9.0,0.826
1834,0008,2020-01-23,10.0,0.644
1835,0008,2020-01-23,11.0,0.717
1836,0008,2020-01-23,12.0,0.996
1837,0008,2020-01-23,13.0,1.114
1838,0008,2020-01-23,14.0,1.097
1839,0008,2020-01-23,15.0,0.775
1840,0008,2020-01-23,16.0,0.707
1841,0008,2020-01-23,17.0,0.909
1842,0008,2020-01-23,18.0,0.998
1843,0008,2020-01-23,19.0,0.917
1844,0008,2020-01-23,20.0,0.918
1845,0008,2020-01-23,21.0,0.874
1846,0008,2020-01-23,22.0,0.759
1847,0008,2020-01-23,23.0,0.645
1848,0008,2020-01-24,0.0,0.0
1849,0008,2020-01-24,1.0,0.582
1850,0008,2020-01-24,2.0,0.567
1851,0008,2020-01-24,3.0,0.461
1852,0008,2020-01-24,4.0,0.456
1853,0008,2020-01-24,5.0,0.443
1854,0008,2020-01-24,6.0,0.44
1855,0008,2020-01-24,7.0,0.504
1856,0008,2020-01-24,8.0,0.632
1857,0008,2020-01-24,9.0,0.611
1858,0008,2020-01-24,10.0,0.573
1859,0008,2020-01-24,11.0,0.499
1860,0008,2020-01-24,12.0,0.512
1861,0008,2020-01-24,13.0,0.285
1862,0008,2020-01-24,14.0,0.206
1863,0008,2020-01-24,15.0,0.209
1864,0008,2020-01-24,16.0,0.209
1865,0008,2020-01-24,17.0,0.227
1866,0008,2020-01-24,18.0,0.209
1867,0008,2020-01-24,19.0,0.23
1868,0008,2020-01-24,20.0,0.249
1869,0008,2020-01-24,21.0,0.248
1870,0008,2020-01-24,22.0,0.329
1871,0008,2020-01-24,23.0,0.306
1872,0008,2020-01-25,0.0,0.0
1873,0008,2020-01-25,1.0,0.276
1874,0008,2020-01-25,2.0,0.276
1875,0008,2020-01-25,3.0,0.282
1876,0008,2020-01-25,4.0,0.327
1877,0008,2020-01-25,5.0,0.383
1878,0008,2020-01-25,6.0,0.331
1879,0008,2020-01-25,7.0,0.245
1880,0008,2020-01-25,8.0,0.228
1881,0008,2020-01-25,9.0,0.16
1882,0008,2020-01-25,10.0,0.161
1883,0008,2020-01-25,11.0,0.176
1884,0008,2020-01-25,12.0,0.157
1885,0008,2020-01-25,13.0,0.16
1886,0008,2020-01-25,14.0,0.172
1887,0008,2020-01-25,15.0,0.169
1888,0008,2020-01-25,16.0,0.161
1889,0008,2020-01-25,17.0,0.171
1890,0008,2020-01-25,18.0,0.177
1891,0008,2020-01-25,19.0,0.179
1892,0008,2020-01-25,20.0,0.184
1893,0008,2020-01-25,21.0,0.199
1894,0008,2020-01-25,22.0,0.201
1895,0008,2020-01-25,23.0,0.205
1896,0008,2020-01-26,0.0,0.0
1897,0008,2020-01-26,1.0,0.214
1898,0008,2020-01-26,2.0,0.209
1899,0008,2020-01-26,3.0,0.198
1900,0008,2020-01-26,4.0,0.184
1901,0008,2020-01-26,5.0,0.177
1902,0008,2020-01-26,6.0,0.172
1903,0008,2020-01-26,7.0,0.178
1904,0008,2020-01-26,8.0,0.173
1905,0008,2020-01-26,9.0,0.172
1906,0008,2020-01-26,10.0,0.176
1907,0008,2020-01-26,11.0,0.184
1908,0008,2020-01-26,12.0,0.177
1909,0008,2020-01-26,13.0,0.178
1910,0008,2020-01-26,14.0,0.18
1911,0008,2020-01-26,15.0,0.184
1912,0008,2020-01-26,16.0,0.184
1913,0008,2020-01-26,17.0,0.183
1914,0008,2020-01-26,18.0,0.172
1915,0008,2020-01-26,19.0,0.182
1916,0008,2020-01-26,20.0,0.185
1917,0008,2020-01-26,21.0,0.182
1918,0008,2020-01-26,22.0,0.177
1919,0008,2020-01-26,23.0,0.161
1920,0008,2020-01-27,0.0,0.0
1921,0008,2020-01-27,1.0,0.163
1922,0008,2020-01-27,2.0,0.162
1923,0008,2020-01-27,3.0,0.156
1924,0008,2020-01-27,4.0,0.164
1925,0008,2020-01-27,5.0,0.158
1926,0008,2020-01-27,6.0,0.169
1927,0008,2020-01-27,7.0,0.188
1928,0008,2020-01-27,8.0,0.197
1929,0008,2020-01-27,9.0,0.207
1930,0008,2020-01-27,10.0,0.191
1931,0008,2020-01-27,11.0,0.19
1932,0008,2020-01-27,12.0,0.199
1933,0008,2020-01-27,13.0,0.204
1934,0008,2020-01-27,14.0,0.0
1935,0008,2020-01-27,15.0,0.208
1936,0008,2020-01-27,16.0,0.202
1937,0008,2020-01-27,17.0,0.213
1938,0008,2020-01-27,18.0,0.21
1939,0008,2020-01-27,19.0,0.202
1940,0008,2020-01-27,20.0,0.186
1941,0008,2020-01-27,21.0,0.178
1942,0008,2020-01-27,22.0,0.175
1943,0008,2020-01-27,23.0,0.173
1944,0008,2020-01-28,0.0,0.0
1945,0008,2020-01-28,1.0,0.181
1946,0008,2020-01-28,2.0,0.158
1947,0008,2020-01-28,3.0,0.175
1948,0008,2020-01-28,4.0,0.181
1949,0008,2020-01-28,5.0,0.18
1950,0008,2020-01-28,6.0,0.185
1951,0008,2020-01-28,7.0,0.185
1952,0008,2020-01-28,8.0,0.185
1953,0008,2020-01-28,9.0,0.199
1954,0008,2020-01-28,10.0,0.198
1955,0008,2020-01-28,11.0,0.194
1956,0008,2020-01-28,12.0,0.19
1957,0008,2020-01-28,13.0,0.183
1958,0008,2020-01-28,14.0,0.198
1959,0008,2020-01-28,15.0,0.192
1960,0008,2020-01-28,16.0,0.179
1961,0008,2020-01-28,17.0,0.187
1962,0008,2020-01-28,18.0,0.18
1963,0008,2020-01-28,19.0,0.176
1964,0008,2020-01-28,20.0,0.153
1965,0008,2020-01-28,21.0,0.161
1966,0008,2020-01-28,22.0,0.159
1967,0008,2020-01-28,23.0,0.152
1968,0008,2020-01-29,0.0,0.0
1969,0008,2020-01-29,1.0,0.148
1970,0008,2020-01-29,2.0,0.139
1971,0008,2020-01-29,3.0,0.144
1972,0008,2020-01-29,4.0,0.162
1973,0008,2020-01-29,5.0,0.169
1974,0008,2020-01-29,6.0,0.183
1975,0008,2020-01-29,7.0,0.175
1976,0008,2020-01-29,8.0,0.17
1977,0008,2020-01-29,9.0,0.155
1978,0008,2020-01-29,10.0,0.154
1979,0008,2020-01-29,11.0,0.136
1980,0008,2020-01-29,12.0,0.138
1981,0008,2020-01-29,13.0,0.143
1982,0008,2020-01-29,14.0,0.145
1983,0008,2020-01-29,15.0,0.147
1984,0008,2020-01-29,16.0,0.149
1985,0008,2020-01-29,17.0,0.161
1986,0008,2020-01-29,18.0,0.167
1987,0008,2020-01-29,19.0,0.196
1988,0008,2020-01-29,20.0,0.235
1989,0008,2020-01-29,21.0,0.255
1990,0008,2020-01-29,22.0,0.235
1991,0008,2020-01-29,23.0,0.266
1992,0008,2020-01-30,0.0,0.0
1993,0008,2020-01-30,1.0,0.287
1994,0008,2020-01-30,2.0,0.28
1995,0008,2020-01-30,3.0,0.288
1996,0008,2020-01-30,4.0,0.321
1997,0008,2020-01-30,5.0,0.286
1998,0008,2020-01-30,6.0,0.313
1999,0008,2020-01-30,7.0,0.31
2000,0008,2020-01-30,8.0,0.265
2001,0008,2020-01-30,9.0,0.24
2002,0008,2020-01-30,10.0,0.26
2003,0008,2020-01-30,11.0,0.318
2004,0008,2020-01-30,12.0,0.402
2005,0008,2020-01-30,13.0,0.419
2006,0008,2020-01-30,14.0,0.342
2007,0008,2020-01-30,15.0,0.343
2008,0008,2020-01-30,16.0,0.298
2009,0008,2020-01-30,17.0,0.281
2010,0008,2020-01-30,18.0,0.301
2011,0008,2020-01-30,19.0,0.262
2012,0008,2020-01-30,20.0,0.227
2013,0008,2020-01-30,21.0,0.201
2014,0008,2020-01-30,22.0,0.228
2015,0008,2020-01-30,23.0,0.225
2016,0008,2020-01-31,0.0,0.0
2017,0008,2020-01-31,1.0,0.208
2018,0008,2020-01-31,2.0,0.242
2019,0008,2020-01-31,3.0,0.247
2020,0008,2020-01-31,4.0,0.303
2021,0008,2020-01-31,5.0,0.294
2022,0008,2020-01-31,6.0,0.318
2023,0008,2020-01-31,7.0,0.397
2024,0008,2020-01-31,8.0,0.427
2025,0008,2020-01-31,9.0,0.388
2026,0008,2020-01-31,10.0,0.361
2027,0008,2020-01-31,11.0,0.325
2028,0008,2020-01-31,12.0,0.312
2029,0008,2020-01-31,13.0,0.246
2030,0008,2020-01-31,14.0,0.257
2031,0008,2020-01-31,15.0,0.29
2032,0008,2020-01-31,16.0,0.292
2033,0008,2020-01-31,17.0,0.295
2034,0008,2020-01-31,18.0,0.297
2035,0008,2020-01-31,19.0,0.298
2036,0008,2020-01-31,20.0,0.277
2037,0008,2020-01-31,21.0,0.263
2038,0008,2020-01-31,22.0,0.262
2039,0008,2020-01-31,23.0,0.248
2040,0008,2020-02-01,0.0,0.0
2041,0008,2020-02-01,1.0,0.242
2042,0008,2020-02-01,2.0,0.257
2043,0008,2020-02-01,3.0,0.238
2044,0008,2020-02-01,4.0,0.224
2045,0008,2020-02-01,5.0,0.207
2046,0008,2020-02-01,6.0,0.214
2047,0008,2020-02-01,7.0,0.221
2048,0008,2020-02-01,8.0,0.206
2049,0008,2020-02-01,9.0,0.201
2050,0008,2020-02-01,10.0,0.181
2051,0008,2020-02-01,11.0,0.178
2052,0008,2020-02-01,12.0,0.186
2053,0008,2020-02-01,13.0,0.225
2054,0008,2020-02-01,14.0,0.203
2055,0008,2020-02-01,15.0,0.192
2056,0008,2020-02-01,16.0,0.193
2057,0008,2020-02-01,17.0,0.207
2058,0008,2020-02-01,18.0,0.237
2059,0008,2020-02-01,19.0,0.21
2060,0008,2020-02-01,20.0,0.212
2061,0008,2020-02-01,21.0,0.217
2062,0008,2020-02-01,22.0,0.211
2063,0008,2020-02-01,23.0,0.201
2064,0008,2020-02-02,0.0,0.0
2065,0008,2020-02-02,1.0,0.179
2066,0008,2020-02-02,2.0,0.165
2067,0008,2020-02-02,3.0,0.157
2068,0008,2020-02-02,4.0,0.152
2069,0008,2020-02-02,5.0,0.154
2070,0008,2020-02-02,6.0,0.152
2071,0008,2020-02-02,7.0,0.152
2072,0008,2020-02-02,8.0,0.164
2073,0008,2020-02-02,9.0,0.172
2074,0008,2020-02-02,10.0,0.175
2075,0008,2020-02-02,11.0,0.161
2076,0008,2020-02-02,12.0,0.16
2077,0008,2020-02-02,13.0,0.146
2078,0008,2020-02-02,14.0,0.139
2079,0008,2020-02-02,15.0,0.14
2080,0008,2020-02-02,16.0,0.142
2081,0008,2020-02-02,17.0,0.153
2082,0008,2020-02-02,18.0,0.172
2083,0008,2020-02-02,19.0,0.169
2084,0008,2020-02-02,20.0,0.14
2085,0008,2020-02-02,21.0,0.127
2086,0008,2020-02-02,22.0,0.142
2087,0008,2020-02-02,23.0,0.139
2088,0008,2020-02-03,0.0,0.0
2089,0008,2020-02-03,1.0,0.136
2090,0008,2020-02-03,2.0,0.142
2091,0008,2020-02-03,3.0,0.183
2092,0008,2020-02-03,4.0,0.281
2093,0008,2020-02-03,5.0,0.364
2094,0008,2020-02-03,6.0,0.655
2095,0008,2020-02-03,7.0,0.798
2096,0008,2020-02-03,8.0,0.768
2097,0008,2020-02-03,9.0,0.743
2098,0008,2020-02-03,10.0,0.579
2099,0008,2020-02-03,11.0,0.227
2100,0008,2020-02-03,12.0,0.183
2101,0008,2020-02-03,13.0,0.164
2102,0008,2020-02-03,14.0,0.157
2103,0008,2020-02-03,15.0,0.159
2104,0008,2020-02-03,16.0,0.168
2105,0008,2020-02-03,17.0,0.248
2106,0008,2020-02-03,18.0,0.21
2107,0008,2020-02-03,19.0,0.2
2108,0008,2020-02-03,20.0,0.19
2109,0008,2020-02-03,21.0,0.195
2110,0008,2020-02-03,22.0,0.221
2111,0008,2020-02-03,23.0,0.349
2112,0008,2020-02-04,0.0,0.0
2113,0008,2020-02-04,1.0,0.186
2114,0008,2020-02-04,2.0,0.131
2115,0008,2020-02-04,3.0,0.119
2116,0008,2020-02-04,4.0,0.123
2117,0008,2020-02-04,5.0,0.129
2118,0008,2020-02-04,6.0,0.139
2119,0008,2020-02-04,7.0,0.169
2120,0008,2020-02-04,8.0,0.2
2121,0008,2020-02-04,9.0,0.202
2122,0008,2020-02-04,10.0,0.205
2123,0008,2020-02-04,11.0,0.182
2124,0008,2020-02-04,12.0,0.184
2125,0008,2020-02-04,13.0,0.176
2126,0008,2020-02-04,14.0,0.183
2127,0008,2020-02-04,15.0,0.211
2128,0008,2020-02-04,16.0,0.205
2129,0008,2020-02-04,17.0,0.218
2130,0008,2020-02-04,18.0,0.202
2131,0008,2020-02-04,19.0,0.182
2132,0008,2020-02-04,20.0,0.155
2133,0008,2020-02-04,21.0,0.131
2134,0008,2020-02-04,22.0,0.128
2135,0008,2020-02-04,23.0,0.128
2136,0008,2020-02-05,0.0,0.0
2137,0008,2020-02-05,1.0,0.13
2138,0008,2020-02-05,2.0,0.124
2139,0008,2020-02-05,3.0,0.135
2140,0008,2020-02-05,4.0,0.132
2141,0008,2020-02-05,5.0,0.139
2142,0008,2020-02-05,6.0,0.14
2143,0008,2020-02-05,7.0,0.153
2144,0008,2020-02-05,8.0,0.153
2145,0008,2020-02-05,9.0,0.147
2146,0008,2020-02-05,10.0,0.126
2147,0008,2020-02-05,11.0,0.125
2148,0008,2020-02-05,12.0,0.128
2149,0008,2020-02-05,13.0,0.123
2150,0008,2020-02-05,14.0,0.148
2151,0008,2020-02-05,15.0,0.163
2152,0008,2020-02-05,16.0,0.187
2153,0008,2020-02-05,17.0,0.186
2154,0008,2020-02-05,18.0,0.183
2155,0008,2020-02-05,19.0,0.176
2156,0008,2020-02-05,20.0,0.178
2157,0008,2020-02-05,21.0,0.171
2158,0008,2020-02-05,22.0,0.168
2159,0008,2020-02-05,23.0,0.161
2160,0008,2020-02-06,0.0,0.0
2161,0008,2020-02-06,1.0,0.174
2162,0008,2020-02-06,2.0,0.176
2163,0008,2020-02-06,3.0,0.18
2164,0008,2020-02-06,4.0,0.193
2165,0008,2020-02-06,5.0,0.202
2166,0008,2020-02-06,6.0,0.245
2167,0008,2020-02-06,7.0,0.341
2168,0008,2020-02-06,8.0,0.503
2169,0008,2020-02-06,9.0,0.742
2170,0008,2020-02-06,10.0,0.714
2171,0008,2020-02-06,11.0,0.596
2172,0008,2020-02-06,12.0,0.597
2173,0008,2020-02-06,13.0,0.291
2174,0008,2020-02-06,14.0,0.255
2175,0008,2020-02-06,15.0,0.334
2176,0008,2020-02-06,16.0,0.423
2177,0008,2020-02-06,17.0,0.334
2178,0008,2020-02-06,18.0,0.233
2179,0008,2020-02-06,19.0,0.225
2180,0008,2020-02-06,20.0,0.206
2181,0008,2020-02-06,21.0,0.192
2182,0008,2020-02-06,22.0,0.2
2183,0008,2020-02-06,23.0,0.188
